category,bank_slug,subject,course_semester,unit,unit_title,topic,question,option_a,option_b,option_c,option_d,correct_answer,marks,difficulty,bloom_level,co_mapping,tags
ECE / EE Foundation,power-electronics,Power Electronics,B.Tech EE/ECE,3,DC-DC Converters,DC-DC Converters,"Which term is best described as: ""A DC-DC converter that ideally steps voltage up.""",AC voltage controller,Firing angle,Boost converter,Inverter,C,1,Medium,Understand,CO3,"preloaded,power-electronics,dc-dc-converters"
ECE / EE Foundation,power-electronics,Power Electronics,B.Tech EE/ECE,3,DC-DC Converters,DC-DC Converters,"In Power Electronics, what does ""Duty cycle""?",The fraction of a switching period for which a controlled switch is on.,A drive that controls AC motor speed by adjusting supply frequency and voltage.,A converter that changes AC to DC.,A four-switch topology capable of applying either polarity of a DC source to a load.,A,1,Hard,Analyze,CO3,"preloaded,power-electronics,dc-dc-converters"
ECE / EE Foundation,power-electronics,Power Electronics,B.Tech EE/ECE,4,Inverters,Inverters,"Which description best matches ""Inverter""?",The fraction of a switching period for which a controlled switch is on.,"A converter that directly changes AC at one frequency to AC at another, usually lower, frequency.",A DC-DC converter that ideally steps voltage up.,A converter that changes DC to AC.,D,1,Easy,Remember,CO4,"preloaded,power-electronics,inverters"
ECE / EE Foundation,power-electronics,Power Electronics,B.Tech EE/ECE,4,Inverters,Inverters,"Which term is best described as: ""Pulse-width modulation used to control switching patterns and output waveform.""",Inverter,PWM,Variable-frequency drive,Boost converter,B,1,Medium,Understand,CO4,"preloaded,power-electronics,inverters"
ECE / EE Foundation,power-electronics,Power Electronics,B.Tech EE/ECE,4,Inverters,Inverters,"In Power Electronics, what does ""H-bridge""?",A thyristor that latches on after triggering and conducts until current falls below its holding level.,A converter that changes DC to AC.,A converter that changes AC to DC.,A four-switch topology capable of applying either polarity of a DC source to a load.,D,1,Hard,Analyze,CO4,"preloaded,power-electronics,inverters"
ECE / EE Foundation,power-electronics,Power Electronics,B.Tech EE/ECE,5,AC Controllers and Drives,AC Controllers and Drives,"Which description best matches ""AC voltage controller""?",A voltage-controlled power device combining MOS gate characteristics with bipolar conduction.,A converter that changes DC to AC.,Pulse-width modulation used to control switching patterns and output waveform.,A converter that controls RMS AC voltage delivered to a load without changing frequency.,D,1,Easy,Remember,CO5,"preloaded,power-electronics,ac-controllers-and-drives"
ECE / EE Foundation,power-electronics,Power Electronics,B.Tech EE/ECE,5,AC Controllers and Drives,AC Controllers and Drives,"Which term is best described as: ""A converter that directly changes AC at one frequency to AC at another, usually lower, frequency.""",Variable-frequency drive,Duty cycle,IGBT,Cycloconverter,D,1,Medium,Understand,CO5,"preloaded,power-electronics,ac-controllers-and-drives"
ECE / EE Foundation,power-electronics,Power Electronics,B.Tech EE/ECE,5,AC Controllers and Drives,AC Controllers and Drives,"In Power Electronics, what does ""Variable-frequency drive""?",A four-switch topology capable of applying either polarity of a DC source to a load.,A drive that controls AC motor speed by adjusting supply frequency and voltage.,A voltage-controlled power device combining MOS gate characteristics with bipolar conduction.,"A converter that directly changes AC at one frequency to AC at another, usually lower, frequency.",B,1,Hard,Analyze,CO5,"preloaded,power-electronics,ac-controllers-and-drives"
Mechanical Foundation,heat-transfer,Heat Transfer,B.Tech Mechanical,1,Conduction,Conduction,"Which description best matches ""Fourier law""?",Log mean temperature difference used as an effective temperature driving force in heat exchangers.,A measure of opposition to heat flow.,A transient analysis method assuming spatially uniform body temperature when internal gradients are negligible.,The heat-conduction rate is proportional to temperature gradient and thermal conductivity.,D,1,Easy,Remember,CO1,"preloaded,heat-transfer,conduction"
Mechanical Foundation,heat-transfer,Heat Transfer,B.Tech Mechanical,1,Conduction,Conduction,"Which term is best described as: ""A material property measuring ability to conduct heat.""",Thermal conductivity,Fin,Lumped capacitance method,Heat exchanger,A,1,Medium,Understand,CO1,"preloaded,heat-transfer,conduction"
Mechanical Foundation,heat-transfer,Heat Transfer,B.Tech Mechanical,1,Conduction,Conduction,"In Heat Transfer, what does ""Thermal resistance""?",A measure of opposition to heat flow.,An ideal surface that absorbs all incident radiation and emits the maximum possible radiation at a given temperature.,The ratio of actual heat transfer to the maximum thermodynamically possible heat transfer.,Heat transfer between a surface and moving fluid involving conduction and fluid motion.,A,1,Hard,Analyze,CO1,"preloaded,heat-transfer,conduction"
Mechanical Foundation,heat-transfer,Heat Transfer,B.Tech Mechanical,2,Extended Surfaces and Transient Conduction,Extended Surfaces and Transient Conduction,"Which description best matches ""Fin""?",The ratio of radiation emitted by a real surface to that emitted by a blackbody at the same temperature.,An extended surface used to increase heat transfer area.,A device that transfers heat between fluids at different temperatures.,An ideal surface that absorbs all incident radiation and emits the maximum possible radiation at a given temperature.,B,1,Easy,Remember,CO2,"preloaded,heat-transfer,extended-surfaces-and-transient-conduction"
Mechanical Foundation,heat-transfer,Heat Transfer,B.Tech Mechanical,2,Extended Surfaces and Transient Conduction,Extended Surfaces and Transient Conduction,"Which term is best described as: ""A dimensionless ratio comparing internal conduction resistance with surface convection resistance.""",Fourier law,Fin,Thermal resistance,Biot number,D,1,Medium,Understand,CO2,"preloaded,heat-transfer,extended-surfaces-and-transient-conduction"
Mechanical Foundation,heat-transfer,Heat Transfer,B.Tech Mechanical,2,Extended Surfaces and Transient Conduction,Extended Surfaces and Transient Conduction,"In Heat Transfer, what does ""Lumped capacitance method""?",A transient analysis method assuming spatially uniform body temperature when internal gradients are negligible.,Heat transfer between a surface and moving fluid involving conduction and fluid motion.,An extended surface used to increase heat transfer area.,The heat-conduction rate is proportional to temperature gradient and thermal conductivity.,A,1,Hard,Analyze,CO2,"preloaded,heat-transfer,extended-surfaces-and-transient-conduction"
Mechanical Foundation,heat-transfer,Heat Transfer,B.Tech Mechanical,3,Convection,Convection,"Which description best matches ""Convection""?",Log mean temperature difference used as an effective temperature driving force in heat exchangers.,Heat transfer between a surface and moving fluid involving conduction and fluid motion.,An ideal surface that absorbs all incident radiation and emits the maximum possible radiation at a given temperature.,A transient analysis method assuming spatially uniform body temperature when internal gradients are negligible.,B,1,Easy,Remember,CO3,"preloaded,heat-transfer,convection"
Mechanical Foundation,heat-transfer,Heat Transfer,B.Tech Mechanical,3,Convection,Convection,"Which term is best described as: ""A dimensionless measure of convective heat transfer relative to pure conduction.""",Heat exchanger,Fin,Thermal resistance,Nusselt number,D,1,Medium,Understand,CO3,"preloaded,heat-transfer,convection"
Mechanical Foundation,heat-transfer,Heat Transfer,B.Tech Mechanical,3,Convection,Convection,"In Heat Transfer, what does ""Boundary layer""?",An extended surface used to increase heat transfer area.,A near-surface region where velocity or temperature changes from wall conditions to free-stream values.,Heat transfer between a surface and moving fluid involving conduction and fluid motion.,A law relating blackbody emissive power to the fourth power of absolute temperature.,B,1,Hard,Analyze,CO3,"preloaded,heat-transfer,convection"
Mechanical Foundation,heat-transfer,Heat Transfer,B.Tech Mechanical,4,Radiation,Radiation,"Which description best matches ""Blackbody""?",Heat transfer between a surface and moving fluid involving conduction and fluid motion.,An ideal surface that absorbs all incident radiation and emits the maximum possible radiation at a given temperature.,The ratio of radiation emitted by a real surface to that emitted by a blackbody at the same temperature.,Log mean temperature difference used as an effective temperature driving force in heat exchangers.,B,1,Easy,Remember,CO4,"preloaded,heat-transfer,radiation"
Mechanical Foundation,heat-transfer,Heat Transfer,B.Tech Mechanical,4,Radiation,Radiation,"Which term is best described as: ""The ratio of radiation emitted by a real surface to that emitted by a blackbody at the same temperature.""",Emissivity,Fourier law,Lumped capacitance method,LMTD,A,1,Medium,Understand,CO4,"preloaded,heat-transfer,radiation"
Mechanical Foundation,heat-transfer,Heat Transfer,B.Tech Mechanical,4,Radiation,Radiation,"In Heat Transfer, what does ""Stefan-Boltzmann law""?",A measure of opposition to heat flow.,A law relating blackbody emissive power to the fourth power of absolute temperature.,The ratio of radiation emitted by a real surface to that emitted by a blackbody at the same temperature.,An extended surface used to increase heat transfer area.,B,1,Hard,Analyze,CO4,"preloaded,heat-transfer,radiation"
Mechanical Foundation,heat-transfer,Heat Transfer,B.Tech Mechanical,5,Heat Exchangers,Heat Exchangers,"Which description best matches ""Heat exchanger""?",An extended surface used to increase heat transfer area.,An ideal surface that absorbs all incident radiation and emits the maximum possible radiation at a given temperature.,A law relating blackbody emissive power to the fourth power of absolute temperature.,A device that transfers heat between fluids at different temperatures.,D,1,Easy,Remember,CO5,"preloaded,heat-transfer,heat-exchangers"
Mechanical Foundation,heat-transfer,Heat Transfer,B.Tech Mechanical,5,Heat Exchangers,Heat Exchangers,"Which term is best described as: ""Log mean temperature difference used as an effective temperature driving force in heat exchangers.""",Effectiveness,LMTD,Thermal resistance,Nusselt number,B,1,Medium,Understand,CO5,"preloaded,heat-transfer,heat-exchangers"
Mechanical Foundation,heat-transfer,Heat Transfer,B.Tech Mechanical,5,Heat Exchangers,Heat Exchangers,"In Heat Transfer, what does ""Effectiveness""?",The ratio of actual heat transfer to the maximum thermodynamically possible heat transfer.,The heat-conduction rate is proportional to temperature gradient and thermal conductivity.,An ideal surface that absorbs all incident radiation and emits the maximum possible radiation at a given temperature.,A dimensionless ratio comparing internal conduction resistance with surface convection resistance.,A,1,Hard,Analyze,CO5,"preloaded,heat-transfer,heat-exchangers"
Mechanical Foundation,manufacturing-processes,Manufacturing Processes,B.Tech Mechanical,1,Casting,Casting,"Which description best matches ""Pattern""?",A fusion process using an electric arc as the heat source.,A casting process using expendable sand molds.,A replica used to create the mold cavity for casting.,A process reducing or shaping metal by passing it between rotating rolls.,C,1,Easy,Remember,CO1,"preloaded,manufacturing-processes,casting"
Mechanical Foundation,manufacturing-processes,Manufacturing Processes,B.Tech Mechanical,1,Casting,Casting,"Which term is best described as: ""A reservoir that supplies molten metal to compensate for solidification shrinkage.""",Brazing,Riser,Forging,Turning,B,1,Medium,Understand,CO1,"preloaded,manufacturing-processes,casting"
Mechanical Foundation,manufacturing-processes,Manufacturing Processes,B.Tech Mechanical,1,Casting,Casting,"In Manufacturing Processes, what does ""Sand casting""?",A machining process where a rotating workpiece is cut by a tool.,A reservoir that supplies molten metal to compensate for solidification shrinkage.,"Shaping metal through compressive forces, often using dies or hammers.",A casting process using expendable sand molds.,D,1,Hard,Analyze,CO1,"preloaded,manufacturing-processes,casting"
Mechanical Foundation,manufacturing-processes,Manufacturing Processes,B.Tech Mechanical,2,Metal Forming,Metal Forming,"Which description best matches ""Rolling""?","Shaping metal through compressive forces, often using dies or hammers.",A process reducing or shaping metal by passing it between rotating rolls.,A joining process using a filler metal melting above 450°C but below the base-metal melting point.,A replica used to create the mold cavity for casting.,B,1,Easy,Remember,CO2,"preloaded,manufacturing-processes,metal-forming"
Mechanical Foundation,manufacturing-processes,Manufacturing Processes,B.Tech Mechanical,2,Metal Forming,Metal Forming,"Which term is best described as: ""Shaping metal through compressive forces, often using dies or hammers.""",Milling,Turning,Pattern,Forging,D,1,Medium,Understand,CO2,"preloaded,manufacturing-processes,metal-forming"
Mechanical Foundation,manufacturing-processes,Manufacturing Processes,B.Tech Mechanical,2,Metal Forming,Metal Forming,"In Manufacturing Processes, what does ""Extrusion""?",A reservoir that supplies molten metal to compensate for solidification shrinkage.,Forcing material through a die opening to produce a constant cross-section.,"Electrical discharge machining, which removes conductive material using controlled electrical sparks.",A machining process where a rotating workpiece is cut by a tool.,B,1,Hard,Analyze,CO2,"preloaded,manufacturing-processes,metal-forming"
Mechanical Foundation,manufacturing-processes,Manufacturing Processes,B.Tech Mechanical,3,Machining,Machining,"Which description best matches ""Turning""?",A machining process where a rotating workpiece is cut by a tool.,Building components layer by layer from digital geometry.,A fusion process using an electric arc as the heat source.,A reservoir that supplies molten metal to compensate for solidification shrinkage.,A,1,Easy,Remember,CO3,"preloaded,manufacturing-processes,machining"
Mechanical Foundation,manufacturing-processes,Manufacturing Processes,B.Tech Mechanical,3,Machining,Machining,"Which term is best described as: ""A machining process using a rotating multi-edge cutter.""",Tool wear,CNC,Additive manufacturing,Milling,D,1,Medium,Understand,CO3,"preloaded,manufacturing-processes,machining"
Mechanical Foundation,manufacturing-processes,Manufacturing Processes,B.Tech Mechanical,3,Machining,Machining,"In Manufacturing Processes, what does ""Tool wear""?",Forcing material through a die opening to produce a constant cross-section.,A joining process using a filler metal melting above 450°C but below the base-metal melting point.,A machining process using a rotating multi-edge cutter.,Progressive loss or alteration of cutting-tool material during machining.,D,1,Hard,Analyze,CO3,"preloaded,manufacturing-processes,machining"
Mechanical Foundation,manufacturing-processes,Manufacturing Processes,B.Tech Mechanical,4,Welding and Joining,Welding and Joining,"Which description best matches ""Arc welding""?","Shaping metal through compressive forces, often using dies or hammers.",A fusion process using an electric arc as the heat source.,A machining process using a rotating multi-edge cutter.,A machining process where a rotating workpiece is cut by a tool.,B,1,Easy,Remember,CO4,"preloaded,manufacturing-processes,welding-and-joining"
Mechanical Foundation,manufacturing-processes,Manufacturing Processes,B.Tech Mechanical,4,Welding and Joining,Welding and Joining,"Which term is best described as: ""A joining process using a filler metal melting above 450°C but below the base-metal melting point.""",Brazing,Forging,Riser,Turning,A,1,Medium,Understand,CO4,"preloaded,manufacturing-processes,welding-and-joining"
Mechanical Foundation,manufacturing-processes,Manufacturing Processes,B.Tech Mechanical,4,Welding and Joining,Welding and Joining,"In Manufacturing Processes, what does ""Soldering""?",A casting process using expendable sand molds.,A reservoir that supplies molten metal to compensate for solidification shrinkage.,"A joining process using a lower-temperature filler metal, typically below 450°C.",A machining process using a rotating multi-edge cutter.,C,1,Hard,Analyze,CO4,"preloaded,manufacturing-processes,welding-and-joining"
Mechanical Foundation,manufacturing-processes,Manufacturing Processes,B.Tech Mechanical,5,Advanced Manufacturing,Advanced Manufacturing,"Which description best matches ""EDM""?",A process reducing or shaping metal by passing it between rotating rolls.,"Electrical discharge machining, which removes conductive material using controlled electrical sparks.","Shaping metal through compressive forces, often using dies or hammers.",A machining process where a rotating workpiece is cut by a tool.,B,1,Easy,Remember,CO5,"preloaded,manufacturing-processes,advanced-manufacturing"
Mechanical Foundation,manufacturing-processes,Manufacturing Processes,B.Tech Mechanical,5,Advanced Manufacturing,Advanced Manufacturing,"Which term is best described as: ""Computer numerical control of machine tools using programmed instructions.""",Riser,Pattern,CNC,Additive manufacturing,C,1,Medium,Understand,CO5,"preloaded,manufacturing-processes,advanced-manufacturing"
Mechanical Foundation,manufacturing-processes,Manufacturing Processes,B.Tech Mechanical,5,Advanced Manufacturing,Advanced Manufacturing,"In Manufacturing Processes, what does ""Additive manufacturing""?",Building components layer by layer from digital geometry.,"A joining process using a lower-temperature filler metal, typically below 450°C.","Electrical discharge machining, which removes conductive material using controlled electrical sparks.",A fusion process using an electric arc as the heat source.,A,1,Hard,Analyze,CO5,"preloaded,manufacturing-processes,advanced-manufacturing"
Mechanical Foundation,theory-of-machines,Theory of Machines,B.Tech Mechanical,1,Kinematics of Mechanisms,Kinematics of Mechanisms,"Which description best matches ""Link""?",A joint between two links that constrains their relative motion.,The velocity of one point measured with respect to another.,A device that regulates mean engine speed as load changes.,A resistant body connecting other elements in a mechanism.,D,1,Easy,Remember,CO1,"preloaded,theory-of-machines,kinematics-of-mechanisms"
Mechanical Foundation,theory-of-machines,Theory of Machines,B.Tech Mechanical,1,Kinematics of Mechanisms,Kinematics of Mechanisms,"Which term is best described as: ""A joint between two links that constrains their relative motion.""",Kinematic pair,Link,Gear ratio,Coefficient of fluctuation of speed,A,1,Medium,Understand,CO1,"preloaded,theory-of-machines,kinematics-of-mechanisms"
Mechanical Foundation,theory-of-machines,Theory of Machines,B.Tech Mechanical,1,Kinematics of Mechanisms,Kinematics of Mechanisms,"In Theory of Machines, what does ""Degree of freedom""?",The number of independent coordinates needed to define a mechanism's configuration.,Large response that can occur when forcing frequency approaches a system's natural frequency.,A rotating energy-storage element used to reduce cyclic speed fluctuation.,A device that regulates mean engine speed as load changes.,A,1,Hard,Analyze,CO1,"preloaded,theory-of-machines,kinematics-of-mechanisms"
Mechanical Foundation,theory-of-machines,Theory of Machines,B.Tech Mechanical,2,Velocity and Acceleration,Velocity and Acceleration,"Which description best matches ""Instantaneous center""?",Large response that can occur when forcing frequency approaches a system's natural frequency.,A ratio relating rotational speeds or tooth counts of meshing gears.,A resistant body connecting other elements in a mechanism.,A point about which a planar rigid body is instantaneously rotating.,D,1,Easy,Remember,CO2,"preloaded,theory-of-machines,velocity-and-acceleration"
Mechanical Foundation,theory-of-machines,Theory of Machines,B.Tech Mechanical,2,Velocity and Acceleration,Velocity and Acceleration,"Which term is best described as: ""The velocity of one point measured with respect to another.""",Cam,Natural frequency,Relative velocity,Coefficient of fluctuation of speed,C,1,Medium,Understand,CO2,"preloaded,theory-of-machines,velocity-and-acceleration"
Mechanical Foundation,theory-of-machines,Theory of Machines,B.Tech Mechanical,2,Velocity and Acceleration,Velocity and Acceleration,"In Theory of Machines, what does ""Coriolis acceleration""?",An acceleration component arising when relative motion occurs along a rotating link.,The number of independent coordinates needed to define a mechanism's configuration.,A device that regulates mean engine speed as load changes.,Reducing unbalanced forces and moments caused by moving masses.,A,1,Hard,Analyze,CO2,"preloaded,theory-of-machines,velocity-and-acceleration"
Mechanical Foundation,theory-of-machines,Theory of Machines,B.Tech Mechanical,3,Cams and Gears,Cams and Gears,"Which description best matches ""Cam""?",A ratio relating rotational speeds or tooth counts of meshing gears.,The frequency at which a system tends to vibrate freely.,Large response that can occur when forcing frequency approaches a system's natural frequency.,A shaped driver that imparts prescribed motion to a follower.,D,1,Easy,Remember,CO3,"preloaded,theory-of-machines,cams-and-gears"
Mechanical Foundation,theory-of-machines,Theory of Machines,B.Tech Mechanical,3,Cams and Gears,Cams and Gears,"Which term is best described as: ""A ratio relating rotational speeds or tooth counts of meshing gears.""",Instantaneous center,Resonance,Gear ratio,Cam,C,1,Medium,Understand,CO3,"preloaded,theory-of-machines,cams-and-gears"
Mechanical Foundation,theory-of-machines,Theory of Machines,B.Tech Mechanical,3,Cams and Gears,Cams and Gears,"In Theory of Machines, what does ""Pressure angle""?",The angle between the line of action and the common tangent to pitch circles in gears.,A resistant body connecting other elements in a mechanism.,Reducing unbalanced forces and moments caused by moving masses.,The velocity of one point measured with respect to another.,A,1,Hard,Analyze,CO3,"preloaded,theory-of-machines,cams-and-gears"
Mechanical Foundation,theory-of-machines,Theory of Machines,B.Tech Mechanical,4,Flywheels and Governors,Flywheels and Governors,"Which description best matches ""Flywheel""?",Large response that can occur when forcing frequency approaches a system's natural frequency.,The angle between the line of action and the common tangent to pitch circles in gears.,A rotating energy-storage element used to reduce cyclic speed fluctuation.,A ratio describing the variation of speed about its mean.,C,1,Easy,Remember,CO4,"preloaded,theory-of-machines,flywheels-and-governors"
Mechanical Foundation,theory-of-machines,Theory of Machines,B.Tech Mechanical,4,Flywheels and Governors,Flywheels and Governors,"Which term is best described as: ""A device that regulates mean engine speed as load changes.""",Natural frequency,Kinematic pair,Governor,Link,C,1,Medium,Understand,CO4,"preloaded,theory-of-machines,flywheels-and-governors"
Mechanical Foundation,theory-of-machines,Theory of Machines,B.Tech Mechanical,4,Flywheels and Governors,Flywheels and Governors,"In Theory of Machines, what does ""Coefficient of fluctuation of speed""?",A ratio relating rotational speeds or tooth counts of meshing gears.,A ratio describing the variation of speed about its mean.,The angle between the line of action and the common tangent to pitch circles in gears.,A rotating energy-storage element used to reduce cyclic speed fluctuation.,B,1,Hard,Analyze,CO4,"preloaded,theory-of-machines,flywheels-and-governors"
Mechanical Foundation,theory-of-machines,Theory of Machines,B.Tech Mechanical,5,Balancing and Vibrations,Balancing and Vibrations,"Which description best matches ""Balancing""?",An acceleration component arising when relative motion occurs along a rotating link.,A shaped driver that imparts prescribed motion to a follower.,A point about which a planar rigid body is instantaneously rotating.,Reducing unbalanced forces and moments caused by moving masses.,D,1,Easy,Remember,CO5,"preloaded,theory-of-machines,balancing-and-vibrations"
Mechanical Foundation,theory-of-machines,Theory of Machines,B.Tech Mechanical,5,Balancing and Vibrations,Balancing and Vibrations,"Which term is best described as: ""The frequency at which a system tends to vibrate freely.""",Natural frequency,Balancing,Relative velocity,Instantaneous center,A,1,Medium,Understand,CO5,"preloaded,theory-of-machines,balancing-and-vibrations"
Mechanical Foundation,theory-of-machines,Theory of Machines,B.Tech Mechanical,5,Balancing and Vibrations,Balancing and Vibrations,"In Theory of Machines, what does ""Resonance""?",Large response that can occur when forcing frequency approaches a system's natural frequency.,A ratio describing the variation of speed about its mean.,A device that regulates mean engine speed as load changes.,Reducing unbalanced forces and moments caused by moving masses.,A,1,Hard,Analyze,CO5,"preloaded,theory-of-machines,balancing-and-vibrations"
Civil Foundation,structural-analysis,Structural Analysis,B.Tech Civil,1,Determinacy and Stability,Determinacy and Stability,"Which description best matches ""Statically determinate structure""?",An analysis method using redundant forces as primary unknowns.,The greatest value of a structural action produced as a moving load changes position.,Elastic energy stored due to deformation.,A structure whose reactions and internal forces can be found using equilibrium equations alone.,D,1,Easy,Remember,CO1,"preloaded,structural-analysis,determinacy-and-stability"
Civil Foundation,structural-analysis,Structural Analysis,B.Tech Civil,1,Determinacy and Stability,Determinacy and Stability,"Which term is best described as: ""The number of additional force unknowns beyond available independent equilibrium equations.""",Statically determinate structure,Influence line,Slope-deflection method,Indeterminacy,D,1,Medium,Understand,CO1,"preloaded,structural-analysis,determinacy-and-stability"
Civil Foundation,structural-analysis,Structural Analysis,B.Tech Civil,1,Determinacy and Stability,Determinacy and Stability,"In Structural Analysis, what does ""Stability""?",The angular rotation of the elastic curve of a beam.,A load whose position changes along a structure.,A virtual-work method for computing structural displacements using an auxiliary unit load.,The ability of a structure to maintain a bounded configuration under small disturbances and loads.,D,1,Hard,Analyze,CO1,"preloaded,structural-analysis,determinacy-and-stability"
Civil Foundation,structural-analysis,Structural Analysis,B.Tech Civil,2,Deflection of Beams,Deflection of Beams,"Which description best matches ""Slope""?",The angular rotation of the elastic curve of a beam.,Conditions requiring deformations of connected structural parts to fit together consistently.,The ability of a structure to maintain a bounded configuration under small disturbances and loads.,An analysis method using redundant forces as primary unknowns.,A,1,Easy,Remember,CO2,"preloaded,structural-analysis,deflection-of-beams"
Civil Foundation,structural-analysis,Structural Analysis,B.Tech Civil,2,Deflection of Beams,Deflection of Beams,"Which term is best described as: ""The displacement of a structural point from its unloaded position.""",Deflection,Moving load,Indeterminacy,Slope,A,1,Medium,Understand,CO2,"preloaded,structural-analysis,deflection-of-beams"
Civil Foundation,structural-analysis,Structural Analysis,B.Tech Civil,2,Deflection of Beams,Deflection of Beams,"In Structural Analysis, what does ""Moment-area method""?",A beam-deflection method based on areas under the M/EI diagram.,A virtual-work method for computing structural displacements using an auxiliary unit load.,A displacement method relating member end moments to joint rotations and translations.,An analysis method using redundant forces as primary unknowns.,A,1,Hard,Analyze,CO2,"preloaded,structural-analysis,deflection-of-beams"
Civil Foundation,structural-analysis,Structural Analysis,B.Tech Civil,3,Energy Methods,Energy Methods,"Which description best matches ""Strain energy""?",Conditions requiring deformations of connected structural parts to fit together consistently.,Elastic energy stored due to deformation.,The angular rotation of the elastic curve of a beam.,The greatest value of a structural action produced as a moving load changes position.,B,1,Easy,Remember,CO3,"preloaded,structural-analysis,energy-methods"
Civil Foundation,structural-analysis,Structural Analysis,B.Tech Civil,3,Energy Methods,Energy Methods,"Which term is best described as: ""A method relating derivatives of strain energy to corresponding displacements.""",Strain energy,Castigliano theorem,Maximum response,Force method,B,1,Medium,Understand,CO3,"preloaded,structural-analysis,energy-methods"
Civil Foundation,structural-analysis,Structural Analysis,B.Tech Civil,3,Energy Methods,Energy Methods,"In Structural Analysis, what does ""Unit-load method""?",A virtual-work method for computing structural displacements using an auxiliary unit load.,An analysis method using redundant forces as primary unknowns.,The displacement of a structural point from its unloaded position.,A load whose position changes along a structure.,A,1,Hard,Analyze,CO3,"preloaded,structural-analysis,energy-methods"
Civil Foundation,structural-analysis,Structural Analysis,B.Tech Civil,4,Indeterminate Structures,Indeterminate Structures,"Which description best matches ""Compatibility""?",A method relating derivatives of strain energy to corresponding displacements.,A structure whose reactions and internal forces can be found using equilibrium equations alone.,A beam-deflection method based on areas under the M/EI diagram.,Conditions requiring deformations of connected structural parts to fit together consistently.,D,1,Easy,Remember,CO4,"preloaded,structural-analysis,indeterminate-structures"
Civil Foundation,structural-analysis,Structural Analysis,B.Tech Civil,4,Indeterminate Structures,Indeterminate Structures,"Which term is best described as: ""An analysis method using redundant forces as primary unknowns.""",Force method,Moment-area method,Slope-deflection method,Indeterminacy,A,1,Medium,Understand,CO4,"preloaded,structural-analysis,indeterminate-structures"
Civil Foundation,structural-analysis,Structural Analysis,B.Tech Civil,4,Indeterminate Structures,Indeterminate Structures,"In Structural Analysis, what does ""Slope-deflection method""?",Conditions requiring deformations of connected structural parts to fit together consistently.,A displacement method relating member end moments to joint rotations and translations.,The angular rotation of the elastic curve of a beam.,A load whose position changes along a structure.,B,1,Hard,Analyze,CO4,"preloaded,structural-analysis,indeterminate-structures"
Civil Foundation,structural-analysis,Structural Analysis,B.Tech Civil,5,Moving Loads and Influence Lines,Moving Loads and Influence Lines,"Which description best matches ""Influence line""?",The displacement of a structural point from its unloaded position.,A diagram showing how a response quantity at a fixed point varies as a unit load moves across a structure.,An analysis method using redundant forces as primary unknowns.,A method relating derivatives of strain energy to corresponding displacements.,B,1,Easy,Remember,CO5,"preloaded,structural-analysis,moving-loads-and-influence-lines"
Civil Foundation,structural-analysis,Structural Analysis,B.Tech Civil,5,Moving Loads and Influence Lines,Moving Loads and Influence Lines,"Which term is best described as: ""A load whose position changes along a structure.""",Moving load,Deflection,Influence line,Moment-area method,A,1,Medium,Understand,CO5,"preloaded,structural-analysis,moving-loads-and-influence-lines"
Civil Foundation,structural-analysis,Structural Analysis,B.Tech Civil,5,Moving Loads and Influence Lines,Moving Loads and Influence Lines,"In Structural Analysis, what does ""Maximum response""?",The displacement of a structural point from its unloaded position.,Conditions requiring deformations of connected structural parts to fit together consistently.,The greatest value of a structural action produced as a moving load changes position.,A displacement method relating member end moments to joint rotations and translations.,C,1,Hard,Analyze,CO5,"preloaded,structural-analysis,moving-loads-and-influence-lines"
Civil Foundation,geotechnical-engineering,Geotechnical Engineering,B.Tech Civil,1,Soil Properties,Soil Properties,"Which description best matches ""Void ratio""?",The ratio of volume of voids to volume of solids in soil.,Water-content boundaries defining consistency states of fine-grained soils.,"The stress carried by the soil skeleton, equal to total stress minus pore-water pressure.",The ability of soil to support foundation loads without shear failure.,A,1,Easy,Remember,CO1,"preloaded,geotechnical-engineering,soil-properties"
Civil Foundation,geotechnical-engineering,Geotechnical Engineering,B.Tech Civil,1,Soil Properties,Soil Properties,"Which term is best described as: ""The fraction of total soil volume occupied by voids.""",Darcy law,Porosity,Proctor test,Atterberg limits,B,1,Medium,Understand,CO1,"preloaded,geotechnical-engineering,soil-properties"
Civil Foundation,geotechnical-engineering,Geotechnical Engineering,B.Tech Civil,1,Soil Properties,Soil Properties,"In Geotechnical Engineering, what does ""Water content""?",Downward movement of a foundation due to deformation or compression of supporting soil.,The ability of soil to support foundation loads without shear failure.,The ratio of mass of water to mass of dry soil solids.,A relation stating that discharge through porous media is proportional to hydraulic gradient under appropriate conditions.,C,1,Hard,Analyze,CO1,"preloaded,geotechnical-engineering,soil-properties"
Civil Foundation,geotechnical-engineering,Geotechnical Engineering,B.Tech Civil,2,Soil Classification and Compaction,Soil Classification and Compaction,"Which description best matches ""Atterberg limits""?",The water content at which a specified compactive effort produces maximum dry density.,A relation stating that discharge through porous media is proportional to hydraulic gradient under appropriate conditions.,The ratio of mass of water to mass of dry soil solids.,Water-content boundaries defining consistency states of fine-grained soils.,D,1,Easy,Remember,CO2,"preloaded,geotechnical-engineering,soil-classification-and-compaction"
